aback,taken by surprise or caught off guard,,,,,,,,,,,
queen,the female ruler of an independent state, especially one who inherits the position by right of birth,,,,,,,,,,
query,a question, especially one addressed to an official or organization,,,,,,,,,,
quest,a long or arduous search for something,,,,,,,,,,,
queue,a line or sequence of people or vehicles awaiting their turn to be attended to or to proceed,,,,,,,,,,,
quick,done or occurring with promptness or rapidity, as an action, process, etc.; prompt; immediate,,,,,,,,
quiet,making little or no noise,,,,,,,,,,,
quilt,a warm bed covering made of padding enclosed between layers of fabric and kept in place by lines of stitching, typically applied in a decorative design,,,,,,,,,,
quite,to the utmost or most absolute extent or degree; absolutely; completely,,,,,,,,,,,
quote,repeat or copy out (a group of words from a text or speech), typically with an indication that one is not the original author or speaker,,,,,,,,,,
races,a competition between runners, horses, vehicles, boats, etc., to see which is the fastest in covering a set course,,,,,,
racks,a framework, typically with rails, bars, hooks, or pegs, for holding or storing things,,,,,,
radar,a system for detecting the presence, direction, distance, and speed of aircraft, ships, and other objects, by sending out pulses of radio waves that are reflected off the object back to the source,,,,,
radio,the transmission and reception of electromagnetic waves of radio frequency, especially those carrying sound messages,,,,,,,,,,
rails,a bar or series of bars, typically fixed on upright supports, serving as part of a fence or barrier or used to hang things on,,,,,,,,,
rainy,characterized by rain,,,,,,,,,,,
raise,lift or move to a higher position or level,,,,,,,,,,,
rally,a mass meeting of people making a political protest or showing support for a cause,,,,,,,,,,,
ranch,a large farm, especially in the western US and Canada, where cattle or other animals are bred and raised,,,,,,,,,
range,an area of variation between limits on a particular scale,,,,,,,,,,,
ranks,arrange in a row or rows,,,,,,,,,,,
rapid,happening in a short time or at a fast pace,,,,,,,,,,,
rated,be regarded or considered in a specified way,,,,,,,,,,,
rates,a measure, quantity, or frequency, typically one measured against some other quantity or measure,,,,,,,,
ratio,the quantitative relation between two amounts showing the number of times one value contains or is contained within the other,,,,,,,,,,,
razor,a tool with a thin, sharp-edged metal blade and a handle, used for shaving unwanted hair from the face or body,,,,,,,,,
reach,stretch out an arm in a specified direction in order to touch or grasp something,,,,,,,,,,,
react,respond or behave in a particular way in response to something,,,,,,,,,,,
reads,look at and comprehend the meaning of (written or printed matter) by interpreting the characters or symbols of which it is composed,,,,,,,,,,,
ready,prepared to do something,,,,,,,,,,,
realm,a kingdom,,,,,,,,,,,
rebel,a person who rises in opposition or armed resistance against an established government or ruler,,,,,,,,,,,
refer,mention or allude to,,,,,,,,,,,
reign,hold royal office; rule as king or queen,,,,,,,,,,,
relax,make or become less tense or anxious,,,,,,,,,,,
relay,a group of people or animals engaged in a task or activity for a period of time and then replaced by a similar group,,,,,,,,,,,
renal,of or relating to the kidneys,,,,,,,,,,,
renew,restore (something) to a former state, condition, or position,,,,,,,,,
reply,say something in response to something someone has said,,,,,,,,,,,
reset,set again or differently,,,,,,,,,,,
resin,a sticky flammable organic substance, insoluble in water, exuded by some trees and other plants (notably fir and pine),,,,,,,,,
retro,imitative of a style, fashion, or design from the recent past,,,,,,,,,
rider,a person who is riding or who can ride something, especially a horse or bicycle,,,,,,,,,,
rides,sit on and control the movement of (an animal, especially a horse), typically as a recreation or sport,,,,,,,,,
ridge,a long, narrow hilltop, mountain range, or watershed,,,,,,,,
rifle,a gun, especially one fired from shoulder level, having a long spirally grooved barrel intended to make a bullet spin and thereby have greater accuracy over a long distance,,,,,,,,,
right,morally good, justified, or acceptable,,,,,,,,,
rigid,unable to bend or be forced out of shape; not flexible,,,,,,,,,,,
rings,a small circular band, typically of precious metal, worn on a finger as an ornament or a token of marriage, engagement, or authority,,,,,,,
rinse,wash (something) quickly, especially without soap,,,,,,,,,,
risen,move from a lower position to a higher one; come or go up,,,,,,,,,,,
rises,moves from a lower position to a higher one; comes or goes up,,,,,,,,,,,
risks,a situation involving exposure to danger,,,,,,,,,,,
risky,full of the possibility of danger, failure, or loss,,,,,,,,,
rival,a person or thing competing with another for the same objective or for superiority in the same field of activity,,,,,,,,,,,
river,a large natural stream of water flowing in a channel to the sea, a lake, or another such stream,,,,,,,,,
roads,a wide way leading from one place to another, especially one with a specially prepared surface that vehicles can use,,,,,,,,,,
robot,a machine capable of carrying out a complex series of actions automatically, especially one programmable by a computer,,,,,,,,,,
rocks,the solid mineral material forming part of the surface of the earth and other similar planets, exposed on the surface or underlying the soil or oceans,,,,,,,,,,
rocky,consisting of or containing a lot of rocks,,,,,,,,,,,
rogue,a dishonest or unprincipled man,,,,,,,,,,,
roles,the function assumed or part played by a person or thing in a particular situation,,,,,,,,,,,
rolls,move in a particular direction by turning over and over on an axis,,,,,,,,,,,
roman,relating to ancient Rome or its empire or people,,,,,,,,,,,
rooms,a space that can be occupied or where something can be done, especially viewed in terms of whether there is enough,,,,,,,,,,
roots,the part of a plant that attaches it to the ground or to a support, typically underground, conveying water and nourishment to the rest of the plant via numerous branches and fibers,,,,,,,,,
ropes,a length of strong cord made by twisting together strands of hemp, sisal, nylon, or similar material,,,,,,,,
roses,a prickly bush or shrub that typically bears red, pink, yellow, or white fragrant flowers, native to north temperate regions. Numerous hybrids and cultivars have been developed and are widely grown as ornamentals,,,,,,,
rough,having an uneven or irregular surface; not smooth or level,,,,,,,,,,,
round,shaped like or approximately like a circle or cylinder,,,,,,,,,,,
route,a way or course taken in getting from a starting point to a destination,,,,,,,,,,,
royal,having the status of a king or queen or a member of their family,,,,,,,,,,,
rugby,a team game played with an oval ball that may be kicked, carried, and passed from hand to hand. Points are scored by grounding the ball behind the opponents' goal line (thereby scoring a try) or by kicking it between the two posts and over the crossbar of the opponents' goal,,,,,,,,,
ruins,the physical destruction or disintegration of something or the state of disintegrating or being destroyed,,,,,,,,,,,
ruled,exercise ultimate power or authority over (an area and its people),,,,,,,,,,,
ruler,a person exercising government or dominion,,,,,,,,,,,
rules,one of a set of explicit or understood regulations or principles governing conduct or procedure within a particular area of activity,,,,,,,,,,,
rural,in, relating to, or characteristic of the countryside rather than the town,,,,,,,,,
sadly,in a sad manner,,,,,,,,,,,
safer,providing protection or security against danger or risk; not likely to cause or lead to harm or injury,,,,,,,,,,,
salad,a cold dish of various mixtures of raw or cooked vegetables, usually seasoned with oil, vinegar, or other dressing and sometimes accompanied by meat, fish, or other ingredients,,,,,,
sales,the exchange of a commodity for money; the action of selling something,,,,,,,,,,,
salon,a reception room in a large house,,,,,,,,,,,
sandy,covered with sand,,,,,,,,,,,
satin,a smooth, glossy fabric, typically of silk, produced by a weave in which the threads of the warp are caught and looped by the weft only at certain intervals,,,,,,,,
sauce,a liquid or semi-liquid substance served with food to add moistness and flavor,,,,,,,,,,,
saved,keep safe or rescue (someone or something) from harm or danger,,,,,,,,,,,
saves,keep safe or rescue (someone or something) from harm or danger,,,,,,,,,,,
scale,each of the small, thin horny or bony plates protecting the skin of fish and reptiles, typically overlapping one another,,,,,,,,,
scalp,the skin covering the top of the human head, excluding the face,,,,,,,,,,
scans,look at all parts of (something) carefully in order to detect some feature,,,,,,,,,,,
scare,cause great fear or nervousness in; frighten,,,,,,,,,,,
scarf,a length or square of fabric worn around the neck or head,,,,,,,,,,,
scary,causing fear; frightening,,,,,,,,,,,
scene,the place where an incident in real life or fiction occurs or occurred,,,,,,,,,,,
scent,a distinctive smell, especially one that is pleasant,,,,,,,,,,
scoop,a utensil resembling a spoon, with a long handle and a deep bowl, used for removing powdered, granulated, or semisolid substances from a container,,,,,,,
scope,the extent of the area or subject matter that something deals with or to which it is relevant,,,,,,,,,,,
score,the number of points, goals, runs, etc. achieved in a game or by a team or an individual,,,,,,,,
scout,a soldier or other person sent out ahead of a main force so as to gather information about the enemy's position, strength, or movements,,,,,,,,,
scrap,a small piece or amount of something, especially one that is left over after the greater part has been used,,,,,,,,,,
screw,a short, slender, sharp-pointed metal pin with a raised helical thread running around it and a slotted head, used to join things together by being rotated so that it pierces wood or other material and is held tightly in place,,,,,,,,
seals,a device or substance that is used to join two things together so as to prevent them from coming apart or to prevent anything from passing between them,,,,,,,,,,,
seams,a line where two pieces of fabric are sewn together in a garment or other article,,,,,,,,,,,
seats,a thing made or used for sitting on, such as a chair or stool,,,,,,,,,,
seeds,a flowering plant's unit of reproduction, capable of developing into another such plant,,,,,,,,,,
seeks,attempt to find (something),,,,,,,,,,,
seems,give the impression or sensation of being something or having a particular quality,,,,,,,,,,,
sells,give or hand over (something) in exchange for money,,,,,,,,,,,
sends,arrange for the delivery of (letters or parcels),,,,,,,,,,,
sense,a faculty by which the body perceives an external stimulus; one of the faculties of sight, smell, hearing, taste, and touch,,,,,,,
serum,an amber-colored, protein-rich liquid that separates out when blood coagulates,,,,,,,,,,
serve,perform duties or services for (another person or an organization),,,,,,,,,,,
setup,the way in which something, especially an organization or equipment, is organized, planned, or arranged,,,,,,,
seven,equivalent to the sum of three and four; one more than six, or three less than ten; 7,,,,,,,,,,
sewer,an underground conduit for carrying off drainage water and waste matter,,,,,,,,,,,
shade,the comparative darkness caused by the interception or screening of rays of light from an object, place, or area,,,,,,,,,
shaft,a long, narrow part or section forming the handle of a tool or club, the body of a spear or arrow, or similar,,,,,,,,
shake,(of a structure or area of land) tremble or vibrate,,,,,,,,,,,
shall,expressing the future tense,,,,,,,,,,,
shame,a painful feeling of humiliation or distress caused by the consciousness of wrong or foolish behavior,,,,,,,,,,,
shape,the external form or appearance characteristic of someone or something; the outline of an area or figure,,,,,,,,,,,
share,a part or portion of a larger amount that is divided among a number of people, or to which a number of people contribute,,,,,,,,,,
shark,a long-bodied chiefly marine fish with a cartilaginous skeleton, a prominent dorsal fin, and tooth-like scales. Most sharks are predatory, although the largest species, the whale shark and the basking shark, are plankton feeders,,,,,,
sharp,(of an object) having an edge or point that is able to cut or pierce something,,,,,,,,,,,
sheep,a domesticated ruminant mammal with a thick woolly coat and (typically only in the male) curving horns. It is kept in flocks for its wool or meat, and is proverbial for its tendency to follow others in the flock,,,,,,,,,,
sheer,nothing other than; unmitigated (used for emphasis),,,,,,,,,,,
sheet,a large rectangular piece of cotton or other fabric, used on a bed to cover the mattress and as a layer beneath blankets when these are used,,,,,,,,,,
shelf,a flat, usually rectangular, horizontal surface, as in a cabinet, cupboard, or bookcase, for the support of objects,,,,,
shell,the hard protective outer case of a mollusk or crustacean,,,,,,,,,,,
shift,move or cause to move from one place to another, especially over a small distance,,,,,,,,,,
shine,emit light or be bright with reflected light,,,,,,,,,,,
shiny,smooth and glossy,,,,,,,,,,,
ships,a vessel larger than a boat for transporting people or goods by sea,,,,,,,,,,,
shirt,a garment for the upper body made of cotton or a similar fabric, with a collar, sleeves, and buttons down the front,,,,,,,,
shock,a sudden upsetting or surprising event or experience,,,,,,,,,,,
shoes,a covering for the foot, typically made of leather, having a sturdy sole and not reaching above the ankle,,,,,,,,,
shook,(of a structure or area of land) tremble or vibrate,,,,,,,,,,,
shoot,kill or wound (a person or animal) with a bullet or arrow,,,,,,,,,,,
shops,a building or part of a building where goods or services are sold; a store,,,,,,,,,,,
shore,the land along the edge of a sea, lake, or other large body of water,,,,,,,,,
short,measuring a small distance from end to end,,,,,,,,,,,
shots,a shot of whiskey or other alcoholic drink,,,,,,,,,,,
shown,past participle of show,,,,,,,,,,,
shows,be, allow, or cause to be visible,,,,,,,,,
sides,each of the two sides of something, divided by its center,,,,,,,,,,
siege,a military operation in which enemy forces surround a town or building, cutting off essential supplies, with the aim of compelling those inside to surrender,,,,,,,,,
sight,the faculty or power of seeing,,,,,,,,,,,
sigma,the eighteenth letter of the Greek alphabet ( Σ, σ ), transliterated as ‘s’ or ‘ss.’,,,,,,,,,
signs,an object, quality, or event whose presence or occurrence indicates the probable presence or occurrence of something else,,,,,,,,,
silly,having or showing a lack of common sense or judgment; absurd and foolish,,,,,,,,,,,
since,in the intervening period between (the time mentioned) and the time under consideration, typically the present,,,,,,,,,,
sites,an area of ground on which a town, building, or monument is constructed,,,,,,,,,
sixth,constituting number six in a sequence; 6th,,,,,,,,,,,
sized,having a specified size,,,,,,,,,,,
sizes,an extent, amount, or range of something,,,,,,,,,
skies,the region of the atmosphere and outer space seen from the earth,,,,,,,,,,,
skill,the ability to do something well; expertise,,,,,,,,,,,
skins,the thin layer of tissue forming the natural outer covering of the body of a person or animal,,,,,,,,,,,
skirt,a woman's outer garment fastened around the waist and hanging down around the legs,,,,,,,,,,,
skull,a framework of bone or cartilage enclosing the brain of a vertebrate; the skeleton of a person's or animal's head,,,,,,,,,,,
slate,a fine-grained gray, green, or bluish metamorphic rock easily split into smooth, flat pieces,,,,,,,,
slave,a person who is the legal property of another and is forced to obey them,,,,,,,,,,,
sleek,(of hair, fur, or skin) smooth and glossy,,,,,,,,,
sleep,a condition of body and mind that typically recurs for several hours every night, in which the nervous system is relatively inactive, the eyes closed, the postural muscles relaxed, and consciousness practically suspended,,,,,,,
slept,past and past participle of sleep,,,,,,,,,,,
slice,a thin, broad piece of food, such as bread, meat, or cake, cut from a larger portion,,,,,,
slide,move along a smooth surface while maintaining continuous contact with it,,,,,,,,,,,
slope,a surface of which one end or side is at a higher level than another; a rising or falling surface,,,,,,,,,,,
slots,a narrow, elongated aperture or slit in a machine for something to be inserted,,,,,,,,,,
small,of a size that is less than normal or usual,,,,,,,,,,,
smart,having or showing a quick-witted intelligence,,,,,,,,,,,
smell,the faculty or power of perceiving odors or scents by means of the organs in the nose,,,,,,,,,,,
smile,a pleased, kind, or amused facial expression, typically with the corners of the mouth turned up and the front teeth exposed,,,,,,,,
smoke,a visible suspension of carbon or other particles in air, typically one emitted from a burning substance,,,,,,,,,,
snack,a small amount of food eaten between meals,,,,,,,,,,,
snake,a long limbless reptile that has no eyelids, a short tail, and jaws that are capable of considerable extension. Some snakes have a venomous bite,,,,,,,,,
sneak,move or go in a furtive or stealthy way,,,,,,,,,,,
socks,a garment for the foot and lower part of the leg, typically knitted from wool, cotton, or nylon,,,,,,,,
soils,the upper layer of earth in which plants grow, a black or dark brown material typically consisting of a mixture of organic substance, clay, and rock particles,,,,,,,,
solar,relating to or determined by the sun,,,,,,,,,,,
solid,firm and stable in shape; not liquid or fluid,,,,,,,,,,,
solve,find an answer to, explanation for, or means of effectively dealing with (a problem or mystery),,,,,,,,,
songs,a short poem or other set of words set to music or meant to be sung,,,,,,,,,,,
sonic,relating to or using sound waves,,,,,,,,,,,
sorry,feeling sad or distressed through sympathy with someone else's misfortune,,,,,,,,,,,
sorts,arrange systematically in groups; separate according to type, class, etc.,,,,,,,,,
souls,the spiritual or immaterial part of a human being or animal, regarded as immortal,,,,,,,,,,
sound,vibrations that travel through the air or another medium and can be heard when they reach a person's or animal's ear,,,,,,,,,,,
south,the direction towards the point of the horizon 90° clockwise from east, or the point on the horizon itself,,,,,,,,,,
space,a continuous area or expanse that is free, available, or unoccupied,,,,,,,,,
spare,additional to what is required for ordinary use,,,,,,,,,,,
spark,a small fiery particle thrown off from a fire, alight in ashes, or produced by striking together two hard surfaces such as stone or metal,,,,,,,,,
speak,say something in order to convey information, an opinion, or a feeling,,,,,,,,,
specs,short for 'spectacles', glasses,,,,,,,,,,
speed,the rate at which someone or something is able to move or operate,,,,,,,,,,,
spell,a form of a word that is used when the word performs a particular syntactic role; a run of words, often a sentence, that is selected from a text or speech and used in isolation, especially for purposes of training or practice,,,,,,,,
spend,pay out (money) in buying or hiring goods or services,,,,,,,,,,,
spent,past and past participle of spend,,,,,,,,,,,
sperm,the male reproductive cell in animals and plants; a seed,,,,,,,,,,,
spice,an aromatic or pungent vegetable substance used to flavor food, e.g., cloves, pepper, or mace,,,,,,,
spicy,aromatic or pungent in flavor,,,,,,,,,,,
spike,a thin, pointed piece of metal, wood, or another rigid material,,,,,,,,
spine,the series of vertebrae extending from the skull to the small of the back, enclosing the spinal cord and providing support for the thorax and abdomen; the backbone,,,,,,,,,,
spite,a desire to hurt, annoy, or offend someone,,,,,,,,,
split,"divide into parts or portions (usually followed by ""into"")",,,,,,,,,,,
spoke,talk, argue, or advocate,,,,,,,,,
spoon,an implement consisting of a small, shallow oval or round bowl on a long handle, used for eating, stirring, and serving food,,,,,,,
sport,an activity involving physical exertion and skill in which an individual or team competes against another or others for entertainment,,,,,,,,,,,
spots,a small round or roundish mark, differing in color or texture from the surface around it,,,,,,,,,,
spray,a liquid that is blown or driven through the air in the form of tiny drops,,,,,,,,,,,
spurs,a device with a small spike or a spiked wheel that is worn on a rider's heel and used for urging a horse forward,,,,,,,,,,,
squad,a small group of people having a particular task,,,,,,,,,,,
stack,a pile of objects, typically one that is neatly arranged,,,,,,,,,,
staff,all the people employed by a particular organization,,,,,,,,,,,
stage,a raised floor or platform, typically in a theater, on which actors, entertainers, or speakers perform,,,,,,,
stain,a colored patch or dirty mark that is difficult to remove,,,,,,,,,,,
stake,a strong wooden or metal post with a point at one end, driven into the ground to support a plant, form part of a fence, mark a boundary, etc.,,,,,,,
stamp,a device for stamping a pattern, mark, or word onto a surface, especially one producing a mark on postage stamps,,,,,,,,
stand,have or maintain an upright position, supported by one's feet,,,,,,,,,,
stark,severe or bare in appearance or outline,,,,,,,,,,,
stars,a fixed luminous point in the night sky that is a large, remote incandescent body like the sun,,,,,,,,,,
start,begin or be reckoned from a particular point in time or space; come into being,,,,,,,,,,,
state,the particular condition that someone or something is in at a specific time,,,,,,,,,,,
stats,short for 'statistics', the practice or science of collecting and analyzing numerical data in large quantities, especially for the purpose of inferring proportions in a whole from those in a representative sample,,,,,,,,,
stays,remain in the same place,,,,,,,,,,,
steak,a high-quality beef taken from the hindquarters of the animal, typically cut into thick slices that are cooked by broiling or frying,,,,,,,,,,
steal,take (another person's property) without permission or legal right and without intending to return it,,,,,,,,,,,
steam,the vapor into which water is converted when heated, forming a white mist of minute water droplets in the air,,,,,,,,,,
steel,a hard, strong, gray or bluish-gray alloy of iron with carbon and usually other elements, used extensively as a structural and fabricating material,,,,,,,,
steep,(of a slope, flight of stairs, or angle) rising or falling sharply; almost perpendicular,,,,,,,,,
steer,control the movement or direction of (a vehicle, vessel, or aircraft); guide,,,,,,,,,
stems,the main body or stalk of a plant or shrub, typically rising above ground but occasionally subterranean,,,,,,,,,,
steps,an act or movement of putting one leg in front of the other in walking or running,,,,,,,,,,,
stick,adhere or cling to something,,,,,,,,,,,
stiff,(of a person or part of the body) unable to move easily and/or without pain,,,,,,,,,,,
still,not moving or making a sound,,,,,,,,,,,
stock,the goods or merchandise kept on the premises of a business or warehouse and available for sale or distribution,,,,,,,,,,,
stole,past of steal,,,,,,,,,,,
stone,the hard, solid, nonmetallic mineral matter of which rock is made, especially as a building material,,,,,,,,
stood,past and past participle of stand,,,,,,,,,,,
stool,a seat without a back or arms, typically resting on three or four legs or on a single pedestal,,,,,,,,,,
stops,come to an end; cease to happen,,,,,,,,,,,
store,a retail establishment selling items to the public,,,,,,,,,,,
storm,a violent disturbance of the atmosphere with strong winds and usually rain, thunder, lightning, or snow,,,,,,,,
story,an account of imaginary or real people and events told for entertainment,,,,,,,,,,,
stove,a portable or fixed apparatus that provides heat for cooking or warmth and typically uses gas, oil, or coal as a fuel,,,,,,,,,
strap,a strip of leather, cloth, or other flexible material, used to fasten, secure, or carry something or to hold on to something,,,,,,
straw,dried stalks of grain, used especially as fodder or as material for thatching, packing, or weaving,,,,,,,,
strip,a long, narrow piece of cloth, paper, metal, etc,,,,,,,
stuck,past and past participle of stick,,,,,,,,,,,
study,the devotion of time and attention to acquiring knowledge on an academic subject, especially by means of books,,,,,,,,,,
stuff,matter, material, articles, or activities of a specified or indeterminate kind that are being referred to, indicated, or implied,,,,,,
style,a particular procedure by which something is done; a manner or way,,,,,,,,,,,
sucks,draw into the mouth by contracting the muscles of the lips and mouth to make a partial vacuum,,,,,,,,,,,
sugar,a sweet crystalline substance obtained from various plants, especially sugar cane and sugar beet, consisting essentially of sucrose, and used as a sweetener in food and drink,,,,,,,,
suite,a set of rooms designated for one person's or family's use or for a particular purpose,,,,,,,,,,,
suits,a set of outer clothes made of the same fabric and designed to be worn together, typically consisting of a jacket and trousers or a jacket and skirt,,,,,,,,,,
sunny,full of or exposed to sunlight,,,,,,,,,,,
super,very good or pleasant; excellent,,,,,,,,,,,
surge,a sudden powerful forward or upward movement, especially by a crowd or by a natural force such as the waves or tide,,,,,,,,,,
sushi,a Japanese dish consisting of small balls or rolls of vinegar-flavored cold cooked rice served with a garnish of raw fish, vegetables, or egg,,,,,,,,,
swear,making a solemn statement or promise,,,,,,,,,,,
sweat,perspiration exuded through the pores of the skin,,,,,,,,,,,
sweet,having the pleasant taste characteristic of sugar or honey; not salt, sour, or bitter,,,,,,,,,
swept,past and past participle of sweep,,,,,,,,,,,
swift,happening quickly or promptly,,,,,,,,,,,
swing,move or cause to move back and forth or from side to side while suspended or on an axis,,,,,,,,,,,
swiss,relating to Switzerland or its people or culture,,,,,,,,,,,
sword,a weapon with a long metal blade and a hilt with a hand guard, used for thrusting or striking and now typically worn as part of ceremonial dress,,,,,,,,,,
syrup,a thick sweet liquid made by dissolving sugar in boiling water, often used for preserving fruit,,,,,,,,,,
table,a piece of furniture with a flat top and one or more legs, providing a level surface for eating, writing, or working at,,,,,,,,
taken,past participle of take,,,,,,,,,,,
takes,lay hold of (something) with one's hands; reach for and hold,,,,,,,,,,,
tales,a fictitious or true narrative or story, especially one that is imaginatively recounted,,,,,,,,,,
talks,speak in order to give information or express ideas or feelings; converse or communicate by spoken words,,,,,,,,,,,
tanks,a large receptacle or storage chamber, especially for liquid or gas,,,,,,,,,,
tapes,a narrow strip of material, typically used to hold or fasten something,,,,,,,,,,
tasks,a piece of work to be done or undertaken,,,,,,,,,,,
taste,the sensation of flavor perceived in the mouth and throat on contact with a substance,,,,,,,,,,,
tasty,having a pleasant flavor,,,,,,,,,,,
taxes,a compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions,,,,,,,
teach,show or explain to (someone) how to do something,,,,,,,,,,,
teams,come together as a team to achieve a common goal,,,,,,,,,,,
tears,a clear, salty liquid that is secreted by the lachrymal gland of the eye to lubricate the surface between the eyeball and eyelid and to wash away irritants,,,,,,,,,,
teens,the years of a person's age from 13 to 19,,,,,,,,,,,
teeth,plural of tooth,,,,,,,,,,,
tells,communicate information to someone in spoken or written words,,,,,,,,,,,
tempo,the speed at which a passage of music is or should be played,,,,,,,,,,,
tends,regularly or frequently behave in a particular way or have a certain characteristic,,,,,,,,,,,
tenth,constituting number ten in a sequence; 10th,,,,,,,,,,,
tents,a portable shelter made of cloth, supported by one or more poles and stretched tight by cords or loops attached to pegs driven into the ground,,,,,,,,,,
terms,spoken or written language as a system of human communication, consisting of words and the methods used to produce and understand them,,,,,,,,,,
tests,a procedure intended to establish the quality, performance, or reliability of something, especially before it is taken into widespread use,,,,,,,,
texts,a book or other written or printed work, regarded in terms of its content rather than its physical form,,,,,,,,,,
thank,express gratitude to (someone)," especially by saying ""Thank you""",,,,,,,,,,
theft,the action or crime of stealing,,,,,,,,,,,
their,belonging to or associated with the people or things previously mentioned or easily identified,,,,,,,,,,,
theme,the subject of a talk, a piece of writing, a person's thoughts, or an exhibition; a topic,,,,,,,,
there,in, at, or to that place or position,,,,,,,,,
these,plural form of 'this', used to identify a specific person or thing close at hand or being indicated or experienced,,,,,,,,,,
thick,with opposite sides or surfaces that are a great or relatively great distance apart; of considerable or relatively great depth or extent from one surface to the opposite,,,,,,,,,,,
thief,a person who steals another person's property, especially by stealth and without using force or violence,,,,,,,,,,
thigh,the part of the human leg between the hip and the knee,,,,,,,,,,,
thing,an object that one need not, cannot, or does not wish to give a specific name to,,,,,,,,,
think,have a particular opinion, belief, or idea about someone or something,,,,,,,,,
third,constituting number three in a sequence; 3rd,,,,,,,,,,,
those,plural form of 'that', used to refer to two or more people or things previously mentioned or easily identified,,,,,,,,,,
three,equivalent to the sum of one and two; one more than two, or six less than ten; 3,,,,,,,,,,
threw,past of throw,,,,,,,,,,,
throw,propel (something) with force through the air by a movement of the arm and hand,,,,,,,,,,,
thumb,the short, thick first digit of the human hand, set lower and apart from the other four and opposable to them,,,,,,,,,
tiger,a very large solitary cat with a yellow-brown coat striped with black, native to the forests of Asia but becoming increasingly rare,,,,,,,,,,
tight,(of a rope, fabric, or surface) stretched so as to leave no slack; not loose,,,,,,,,,
tiles,a thin rectangular slab of baked clay, concrete, or other material, used in overlapping rows for covering roofs,,,,,,,,
timer,a person or device that measures or records the amount of time taken by a process or activity,,,,,,,,,,,
times,multiply,,,,,,,,,,,
tired,in need of sleep or rest; weary,,,,,,,,,,,
tires,feel or cause to feel in need of rest or sleep,,,,,,,,,,,
title,the name of a book, composition, or other artistic work,,,,,,,,,
toast,cook or brown (food, especially bread or cheese) by exposure to a grill, fire, or other source of radiant heat,,,,,,,,
today,on or in the course of this present day,,,,,,,,,,,
token,a thing serving as a visible or tangible representation of a fact, quality, feeling, etc.,,,,,,,,
tones,a musical or vocal sound with reference to its pitch, quality, and strength,,,,,,,,,
tools,a device or implement, especially one held in the hand, used to carry out a particular function,,,,,,,,,
tooth,each of a set of hard, bony enamel-coated structures in the jaws of most vertebrates, used for biting and chewing,,,,,,,,,
topic,a matter dealt with in a text, discourse, or conversation; a subject,,,,,,,,,
torch,a portable means of illumination such as a piece of wood or cloth soaked in tallow or an oil lamp on a pole, sometimes carried ceremonially,,,,,,,,,,
total,comprising the whole number or amount,,,,,,,,,,,
touch,come into or be in contact with,,,,,,,,,,,
tough,(of a substance or object) strong enough to withstand adverse conditions or rough or careless handling,,,,,,,,,,,
tours,a journey for pleasure in which several different places are visited,,,,,,,,,,,
towel,a piece of thick absorbent cloth or paper used for drying oneself or wiping things dry,,,,,,,,,,,
tower,a tall narrow building, either freestanding or forming part of a building such as a church or castle,,,,,,,,,,
towns,an urban area that has a name, defined boundaries, and local government, and that is generally larger than a village and smaller than a city,,,,,,,,
toxic,poisonous,,,,,,,,,,,
trace,find or discover by investigation,,,,,,,,,,,
track,a rough path or minor road, typically one beaten by use rather than constructed,,,,,,,,,,
tract,an area of indefinite extent, typically a large one,,,,,,,,,,
trade,buy and sell goods and services,,,,,,,,,,,
trail,a mark or a series of signs or objects left behind by the passage of someone or something,,,,,,,,,,,
train,a series of railroad cars moved as a unit by a locomotive or by integral motors,,,,,,,,,,,
trait,a distinguishing quality or characteristic, typically one belonging to a person,,,,,,,,,,
trans,to go or be carried from one place to another,,,,,,,,,,,
traps,catch (an animal) in a trap,,,,,,,,,,,
trash,waste material; refuse or litter,,,,,,,,,,,
treat,behave toward or deal with in a certain way,,,,,,,,,,,
trees,a woody perennial plant, typically having a single stem or trunk growing to a considerable height and bearing lateral branches at some distance from the ground,,,,,,,,,,
trend,a general direction in which something is developing or changing,,,,,,,,,,,
trial,a formal examination of evidence by a judge, typically before a jury, in order to decide guilt in a case of criminal or civil proceedings,,,,,,,,,
tribe,a social division in a traditional society consisting of families or communities linked by social, economic, religious, or blood ties, with a common culture and dialect, typically having a recognized leader,,,,,,
trick,a cunning or skillful act or scheme intended to deceive or outwit someone,,,,,,,,,,,
tried,past of try,,,,,,,,,,,
tries,attempt to score points by touching the ball down behind the opposing team's goal line (a try) or by kicking it between the two posts and over the crossbar (a conversion),,,,,,,,,,,
trips,a journey or excursion, especially for pleasure,,,,,,,,,,
trout,a chiefly freshwater fish of the salmon family, found in both Eurasia and North America and highly valued as a game fish,,,,,,,,,,
truck,a large, heavy motor vehicle used for transporting goods, materials, or troops,,,,,,,,
truly,in a truthful way,,,,,,,,,,,
trump,(in bridge, whist, and similar card games) play a trump on (a card of another suit), having no cards of the suit led,,,,,,,,
trunk,the main woody stem of a tree as distinct from its branches and roots,,,,,,,,,,,
trust,firm belief in the reliability, truth, ability, or strength of someone or something,,,,,,,,
truth,the quality or state of being true,,,,,,,,,,,
tubes,a long, hollow cylinder of metal, plastic, glass, etc., for holding or transporting something, chiefly liquids or gases,,,,,
